draft	player	kind	url
Scavenging Ooze (s3)	Phil	initial	https://sealeddeck.tech/HQq6Pm88e4
Cabal (s3)	Skorish	initial	https://sealeddeck.tech/WrVsChDTgq
Cabal (s3)	murmurtwin	initial	https://sealeddeck.tech/CFxaZ1S6Fi
Cabal (s3)	rocketman7	initial	https://sealeddeck.tech/D9MHB1MKJK
Cabal (s3)	Angel	initial	https://sealeddeck.tech/7QsqgnrEAL
Cabal (s3)	giya	initial	https://sealeddeck.tech/oaZDj9aJEH
Cabal (s3)	Max	initial	https://sealeddeck.tech/XTCAYGqxoB
Cabal (s3)	Greg	initial	https://sealeddeck.tech/4R9YexKCc2
Cabal (s3)	Simon	initial	https://sealeddeck.tech/DgTYZtVGkL
Cabal (s3)	Oophies	initial	https://sealeddeck.tech/DE9hXhmhXo
Rabbit Battery (s3)	Kyle	initial	https://sealeddeck.tech/FZb3uhP8hh
Rabbit Battery (s3)	Patrick	initial	https://sealeddeck.tech/Xu66Js18mw
Rabbit Battery (s3)	Keith	initial	https://sealeddeck.tech/cJcL6823cn
Rabbit Battery (s3)	murmurtwin	initial	https://sealeddeck.tech/UxKEZHDgj6
Rabbit Battery (s3)	Greg	initial	https://sealeddeck.tech/tUkczx8o4a
Rabbit Battery (s3)	Ray Bees	initial	https://sealeddeck.tech/PFRmipHYRZ
Rabbit Battery (s3)	Balbadorf	initial	https://sealeddeck.tech/JNvSsbpX5K
Rabbit Battery (s3)	Oophies	initial	https://sealeddeck.tech/QrDUG7GHVF
Rabbit Battery (s3)	e	initial	https://sealeddeck.tech/h1Xaqgx7XS
Rabbit Battery (s3)	Aspi	initial	https://sealeddeck.tech/DWRnQtYtFZ
Rabbit Battery (s3)	Greg	rebuild	https://sealeddeck.tech/2dbyQEnDgN
Rabbit Battery (s3)	Balbadorf	rebuild	https://sealeddeck.tech/JNvSsbpX5K
Rabbit Battery (s3)	Balbadorf	rebuild	https://sealeddeck.tech/AYNiFE4oV9
Kappa Cannoneer (s3)	Ray Bees	initial	https://sealeddeck.tech/9yjcNXhGEi
Kappa Cannoneer (s3)	Bludac	initial	https://sealeddeck.tech/M9htc4yDgx
Kappa Cannoneer (s3)	philjackson	initial	https://sealeddeck.tech/hChrHYriiJ
Kappa Cannoneer (s3)	baronvonfonz	initial	https://sealeddeck.tech/5vejY9s3PP
Kappa Cannoneer (s3)	whalematron	initial	https://sealeddeck.tech/M8LCPVtm2L
Kappa Cannoneer (s3)	Rickettts	initial	https://sealeddeck.tech/MtSMbd2Ppe
Kappa Cannoneer (s3)	Lame4Fame	initial	https://sealeddeck.tech/UH8wBNU1DW
Kappa Cannoneer (s3)	Baneless	initial	https://sealeddeck.tech/W2NEsXTWd1
Kappa Cannoneer (s3)	Greg	initial	https://sealeddeck.tech/F7uDgJd1vt
Kappa Cannoneer (s3)	Max	initial	https://sealeddeck.tech/JLUzXeZUk8
Kappa Cannoneer (s3)	Rickettts	rebuild	https://sealeddeck.tech/qsKqegFzXS
Kappa Cannoneer (s3)	Bludac	rebuild	https://sealeddeck.tech/DZU6MNzNAz
