name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Delighted Halfling",1,"Creature - Halfling Citizen",G,"ltr","609",rare,Green,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",119608,false,false,"Inka Schulz"
"Sazh's Chocobo",1,"Creature - Bird",G,"fin","200",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",141341,false,false,"Domenico Cava"
"Bristly Bill, Spine Sower",2,"Legendary Creature - Plant Druid",G,"otj","157",mythic,Green,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",124225,false,false,"Daniel Zrom"
"Springheart Nantuko",2,"Enchantment Creature - Insect Monk",G,"mh3","171",rare,Green,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",126359,false,false,"Valera Lutfullina"
"Fanatic of Rhonas",2,"Creature - Snake Druid",G,"mh3","152",rare,Green,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",126321,false,false,"Scott Murphy"
"Scythecat Cub",2,"Creature - Cat",G,"j25","24",rare,Green,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",132840,false,false,"Gabor Szikszai"
"Badgermole Cub",2,"Creature - Badger Mole",G,"tla","326",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",145154,false,false,"Filip Burburan"
"Tireless Tracker",3,"Creature - Human Scout",G,"soi","233",rare,Green,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",60320,false,false,"Eric Deschamps"
"Sentinel of the Nameless City",3,"Creature - Merfolk Warrior Scout",G,"lci","211",rare,Green,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",118256,false,false,"Josu Hernaiz"
"Surrak, Elusive Hunter",3,"Legendary Creature - Human Warrior",G,"tdm","161",rare,null,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",139281,false,false,"Dan Murayama Scott"
"Ouroboroid",4,"Creature - Plant Wurm",G,"eoe","201",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",143015,false,false,"Samuel Perin"
"Sazh Katzroy",4,"Legendary Creature - Human Pilot",G,"fin","199",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",141339,false,false,"Colin Boyer"
"Old One Eye",6,"Legendary Creature - Tyranid",G,"40k","96",rare,Green,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",108664,false,false,"Mathias Kollros"
"Once Upon a Time",0,"Instant",G,"eld","371",rare,Green,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Matt Stewart"
"Berserk",1,"Instant",G,"lea","185",uncommon,Green,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Dan Frazier"
"Earthbender Ascension",3,"Enchantment",G,"tla","175",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",144834,false,false,"Logan Feliciano"
"Sylvan Safekeeper",1,"Creature - Human Wizard",G,"jud","133",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",17374,false,false,"Pete Venters"
"Llanowar Elves",1,"Creature - Elf Druid",G,"lea","210",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Anson Maddocks"
"Lotus Cobra",2,"Creature - Snake",G,"znr","307",rare,Green,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Bastien Grivet"
"Town Greeter",2,"Creature - Human Citizen",G,"fin","209",common,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",141361,false,false,"Hayaken-Sarena"
"Six",3,"Legendary Creature - Treefolk",G,"mh3","430",rare,Green,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",125649,false,false,"Andrew Mar"
"Formidable Speaker",3,"Creature - Elf Druid",G,"ecl","176",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",146743,false,false,"Aurore Folny"
"Icetill Explorer",4,"Creature - Insect Scout",G,"eoe","192",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",142997,false,false,"Warren Mahy"
"Baloth Prime",4,"Creature - Beast",G,"eoc","13",rare,null,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",142203,false,false,"Joshua Raphael"
"Titania, Protector of Argoth",5,"Legendary Creature - Elemental",G,"mh2","319",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Iris Compiet"
"Malevolent Rumble",2,"Sorcery",G,"mh3","161",common,Green,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",126339,false,false,"Néstor Ossandón Leal"
"Pest Infestation",3,"Sorcery",G,"c21","65",rare,Green,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",89873,false,false,"Brian Valeza"
"Esika's Chariot",4,"Legendary Artifact - Vehicle",G,"khm","169",rare,Green,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",87677,false,false,"Raoul Vitale"
"Mishra's Bauble",0,"Artifact",,"brr","97",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",104360,false,false,"Zack Stella"
"Mox Diamond",0,"Artifact",,"sth","138",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",10325,false,false,"Dan Frazier"
"Mana Crypt",0,"Artifact",,"phpr","5",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Mark Tedin"
"Soul-Guide Lantern",1,"Artifact",,"brr","117",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",104400,false,false,"Lars Grant-West"
"Sol Ring",1,"Artifact",,"lea","269",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Mark Tedin"
"Agatha's Soul Cauldron",2,"Legendary Artifact",,"woe","242",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",116872,false,false,"Jason A. Engle"
"Walking Ballista",2,"Artifact Creature - Construct",,"mb2","238",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",134400,false,false,"Daniel Ljunggren"
"Tezzeret, Cruel Captain",3,"Legendary Planeswalker - Tezzeret",,"eoe","2",mythic,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",142617,false,false,"Chris Rahn"
"Ugin, Eye of the Storms",7,"Legendary Planeswalker - Ugin",,"tdm","382",mythic,null,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",139633,false,false,"Antonio José Manzanedo"
"Mox Pearl",0,"Artifact",,"lea","263",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",651,false,false,"Dan Frazier"
"Mox Sapphire",0,"Artifact",,"lea","265",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",655,false,false,"Dan Frazier"
"Mox Jet",0,"Artifact",,"lea","262",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",649,false,false,"Dan Frazier"
"Mox Ruby",0,"Artifact",,"lea","264",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",653,false,false,"Dan Frazier"
"Mox Emerald",0,"Artifact",,"lea","261",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",647,false,false,"Dan Frazier"
"Chrome Mox",0,"Artifact",,"slc","2003",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Dan Frazier"
"Mox Opal",0,"Legendary Artifact",,"som","179",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",38197,false,false,"Volkan Baǵa"
"Lotus Petal",0,"Artifact",,"tmp","294",common,Colorless,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",9475,false,false,"April Lee"
"Lion's Eye Diamond",0,"Artifact",,"mir","307",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",7103,false,false,"Margaret Organ-Kean"
"Black Lotus",0,"Artifact",,"lea","232",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",347,false,false,"Christopher Rush"
"Zuran Orb",0,"Artifact",,"ice","350",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Sandra Everingham"
"Chromatic Star",1,"Artifact",,"brr","74",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",104314,false,false,"Yeong-Hao Han"
"Currency Converter",1,"Artifact",,"ncc","81",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Sean Murray"
"Sensei's Divining Top",1,"Artifact",,"chk","268",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",21045,false,false,"Michael Sutfin"
"Skullclamp",1,"Artifact - Equipment",,"dst","140",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",20551,false,false,"Luca Zontini"
"Retrofitter Foundry",1,"Artifact",,"c18","57",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Dmitry Burmak"
"Mana Vault",1,"Artifact",,"lea","259",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Mark Tedin"
"Manifold Key",1,"Artifact",,"tsr","398",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",87173,false,false,"Lake Hurwitz"
"Smuggler's Copter",2,"Artifact - Vehicle",,"kld","235",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",61797,false,false,"Florian de Gesincourt"
"Grim Monolith",2,"Artifact",,"ulg","126",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",12551,false,false,"Chippy"
"Monument to Endurance",3,"Artifact",,"dft","237",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",136597,false,false,"Victor Sales"
"Basalt Monolith",3,"Artifact",,"lea","231",uncommon,null,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Jesper Myrfors"
"The One Ring",4,"Legendary Artifact",,"ltr","697",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",119784,false,false,"Veli Nyström"
"Dissection Tools",5,"Artifact - Equipment",,"dsk","245",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",130621,false,false,"Diana Franco"
"Coveted Jewel",6,"Artifact",,"blc","268",rare,null,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",128683,false,false,"Jason A. Engle"
"Portal to Phyrexia",9,"Artifact",,"bro","240",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",105104,false,false,"Svetlin Velinov"
"Relic of Sauron",4,"Artifact",,"ltc","489",rare,Colorless,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",120068,false,false,"Anton Solovianchyk"
"Teferi, Time Raveler",3,"Legendary Planeswalker - Teferi",UW,"war","221",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",72048,false,false,"Chris Rallis"
"Aang, Swift Savior",3,"Legendary Creature - Human Avatar Ally",UW,"tla","347",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",145436,false,false,"Shane Beresford & Perci Chen"
"Teferi, Hero of Dominaria",5,"Legendary Planeswalker - Teferi",UW,"dom","207",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",67879,false,false,"Chris Rallis"
"Fractured Identity",5,"Sorcery",UW,"sld","272",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",89915,false,false,"Justin Hernandez & Alexis Hernandez"
"Baleful Strix",2,"Artifact Creature - Bird",BU,"pc2","82",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",45066,false,false,"Nils Hamm"
"Kaito, Bane of Nightmares",3,"Legendary Planeswalker - Kaito",BU,"dsk","220",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",130571,false,false,"Joshua Raphael"
"Kolaghan's Command",3,"Instant",BR,"dtk","224",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",56082,false,false,"Daarken"
"Fire Covenant",3,"Instant",BR,"ice","289",uncommon,null,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Dan Frazier"
"Mawloc",2,"Creature - Tyranid",GR,"40k","133",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",108738,false,false,"Mathias Kollros"
"Dack Fayden",3,"Legendary Planeswalker - Dack",RU,"cns","42",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Eric Deschamps"
"Vivi Ornitier",3,"Legendary Creature - Wizard",RU,"fin","321",mythic,null,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",141771,false,false,"Toshiyuki Itahana"
"Flame of Anor",3,"Instant",RU,"ltr","654",rare,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",119698,false,false,"Yigit Koroglu"
"Grist, the Hunger Tide",3,"Legendary Planeswalker - Grist",BG,"mh2","368",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Yongjae Choi"
"Nadu, Winged Wisdom",3,"Legendary Creature - Bird Wizard",GU,"mh3","193",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",126403,false,false,"Daren Bader"
"Orcish Lumberjack",1,"Creature - Orc",RG,"ice","210",common,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",24449,false,false,"Dan Frazier"
"Loot, the Pathfinder",5,"Legendary Creature - Beast Noble",GRU,"dft","212",mythic,null,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",136547,false,false,"Ernanda Souza"
"Omnath, Locus of Creation",4,"Legendary Creature - Elemental",GRUW,"znr","312",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Bastien Grivet & Jessica Rossier"
"Psychic Frog",2,"Creature - Frog",BU,"mh3","433",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",125655,false,false,"Pete Venters"
"Bloodtithe Harvester",2,"Creature - Vampire",BR,"vow","310",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Sami Makkonen"
"Chaos Defiler",5,"Artifact Creature - Demon Construct",BR,"40k","110",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",108692,false,false,"Games Workshop"
"Wrenn and Six",2,"Legendary Planeswalker - Wrenn",GR,"2x2","574",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Donato Giancola"
"Third Path Iconoclast",2,"Creature - Human Monk",RU,"bro","223",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",105068,false,false,"Manuel Castañón"
"Phlage, Titan of Fire's Fury",3,"Legendary Creature - Elder Giant",RW,"mh3","379",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",125753,false,false,"Alex Dos Diaz"
"Uro, Titan of Nature's Wrath",3,"Legendary Creature - Elder Giant",GU,"sld","222",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",87221,false,false,"Richard Luong"
"Oko, Thief of Crowns",3,"Legendary Planeswalker - Oko",GU,"eld","197",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",78538,false,false,"Yongjae Choi"
"Lingering Souls",3,"Sorcery",BW,"dka","12",uncommon,Hybrid,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",43359,false,false,"Bud Cook"
"Spider-Woman, Stunning Savior",2,"Legendary Creature - Spider Human Hero",UW,"spm","230",rare,Hybrid,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",153761,false,false,"Roberta Ingranata"
"Yorion, Sky Nomad",5,"Legendary Creature - Bird Serpent",UW,"mul","64",rare,Hybrid,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",109350,false,false,"Justine Mara Andersen"
"Figure of Fable",1,"Creature - Kithkin",GW,"ecl","224",rare,Hybrid,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",146841,false,false,"Omar Rayyan"
"Lurrus of the Dream-Den",3,"Legendary Creature - Cat Nightmare",BW,"mul","51",rare,Hybrid,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",109324,false,false,"Steve Ellis"
"Lutri, the Spellchaser",3,"Legendary Creature - Elemental Otter",RU,"mul","52",rare,Hybrid,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",109326,false,false,"Justine Mara Andersen"
"Manamorphose",2,"Instant",GR,"shm","211",common,Hybrid,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",29653,false,false,"Jeff Miracola"
"Hogaak, Arisen Necropolis",0,"Legendary Creature - Avatar",BG,"mb2","136",rare,Hybrid,Not Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",134166,false,false,"Vincent Proce"
"Deathrite Shaman",1,"Creature - Elf Shaman",BG,"rvr","363",rare,Hybrid,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",120303,false,false,"Steve Argyle"
"Tundra",0,"Land - Plains Island",,"2ed","285",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Jesper Myrfors"
"Hallowed Fountain",0,"Land - Plains Island",,"dis","174",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",24001,false,false,"Rob Alexander"
"Flooded Strand",0,"Land",UW,"zne","1",mythic,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",83569,false,false,"Adam Paquette"
"Celestial Colonnade",0,"Land",,"wwk","133",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",35639,false,false,"Eric Deschamps"
"Underground Sea",0,"Land - Island Swamp",,"2ed","286",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Rob Alexander"
"Undercity Sewers",0,"Land - Island Swamp",,"mkm","270",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",122032,false,false,"Yeong-Hao Han"
"Polluted Delta",0,"Land",UB,"zne","2",mythic,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",83571,false,false,"Titus Lunter"
"Creeping Tar Pit",0,"Land",,"wwk","134",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",35657,false,false,"Jason Felix"
"Badlands",0,"Land - Swamp Mountain",,"2ed","278",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Rob Alexander"
"Raucous Theater",0,"Land - Swamp Mountain",,"mkm","266",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",122024,false,false,"Sergey Glushakov"
"Blood Crypt",0,"Land - Swamp Mountain",,"dis","171",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",24053,false,false,"Rob Alexander"
"Bloodstained Mire",0,"Land",BR,"zne","3",mythic,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",83573,false,false,"Sam Burley"
"Taiga",0,"Land - Mountain Forest",,"2ed","283",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Rob Alexander"
"Stomping Ground",0,"Land - Mountain Forest",,"gpt","165",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",23709,false,false,"Rob Alexander"
"Wooded Foothills",0,"Land",RG,"zne","4",mythic,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",83575,false,false,"Daarken"
"Lush Portico",0,"Land - Forest Plains",,"mkm","263",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",122018,false,false,"Kamila Szutenberg"
"Savannah",0,"Land - Forest Plains",,"2ed","281",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Rob Alexander"
"Temple Garden",0,"Land - Forest Plains",,"rav","284",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",23594,false,false,"Rob Alexander"
"Windswept Heath",0,"Land",GW,"zne","5",mythic,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",83577,false,false,"Johannes Voss"
"Marsh Flats",0,"Land",WB,"zne","6",mythic,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",83579,false,false,"Sam Burley"
"Scrubland",0,"Land - Plains Swamp",,"2ed","282",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Jesper Myrfors"
"Scalding Tarn",0,"Land",RU,"zne","7",mythic,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",83581,false,false,"Jonas De Ro"
"Volcanic Island",0,"Land - Island Mountain",,"2ed","287",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Brian Snõddy"
"Steam Vents",0,"Land - Island Mountain",,"gpt","164",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",23739,false,false,"Rob Alexander"
"Thundering Falls",0,"Land - Island Mountain",,"mkm","269",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",122030,false,false,"Grady Frederick"
"Verdant Catacombs",0,"Land",GB,"zne","8",mythic,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",83583,false,false,"Alayna Danner"
"Bayou",0,"Land - Swamp Forest",,"2ed","279",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Jesper Myrfors"
"Overgrown Tomb",0,"Land - Swamp Forest",,"rav","279",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",23592,false,false,"Rob Alexander"
"Arid Mesa",0,"Land",WR,"zne","9",mythic,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",83585,false,false,"Adam Paquette"
"Plateau",0,"Land - Mountain Plains",,"2ed","280",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Drew Tucker"
"Sacred Foundry",0,"Land - Mountain Plains",,"rav","280",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",23590,false,false,"Rob Alexander"
"Elegant Parlor",0,"Land - Mountain Plains",,"mkm","260",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",122012,false,false,"Kamila Szutenberg"
"Misty Rainforest",0,"Land",UG,"zne","10",mythic,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",83587,false,false,"Sam Burley"
"Tropical Island",0,"Land - Forest Island",,"2ed","284",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",-1,false,false,"Jesper Myrfors"
"Breeding Pool",0,"Land - Forest Island",,"dis","172",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",24029,false,false,"Rob Alexander"
"Restless Vinestalk",0,"Land",,"woe","261",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",116910,false,false,"Sam Burley"
"Prismatic Vista",0,"Land",,"zne","27",mythic,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",83621,false,false,"Sam Burley"
"Library of Alexandria",0,"Land",,"arn","76",uncommon,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Mark Poole"
"Gaea's Cradle",0,"Legendary Land",,"usg","321",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",11867,false,false,"Mark Zug"
"Fabled Passage",0,"Land",,"eld","244",rare,null,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",78634,false,false,"Howard Lyon"
"Ancient Tomb",0,"Land",,"tmp","315",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",10043,false,false,"Colin MacNeil"
"Meticulous Archive",0,"Land - Plains Island",,"mkm","264",rare,Lands,Owned,Non-foil,mainboard,false,,,"🌳 Gaea","",122020,false,false,"Sam Burley"
"Flooded Strand",0,"Land",UW,"ons","316",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",18245,false,false,"Rob Alexander"
"Tundra",0,"Land - Plains Island",,"2ed","285",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Jesper Myrfors"
"Hallowed Fountain",0,"Land - Plains Island",,"dis","174",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",24001,false,false,"Rob Alexander"
"Polluted Delta",0,"Land",BU,"ons","321",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",18247,false,false,"Rob Alexander"
"Underground Sea",0,"Land - Island Swamp",,"2ed","286",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Rob Alexander"
"Watery Grave",0,"Land - Island Swamp",,"rav","286",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",23586,false,false,"Rob Alexander"
"Bloodstained Mire",0,"Land",BR,"ons","313",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",18249,false,false,"Rob Alexander"
"Badlands",0,"Land - Swamp Mountain",,"2ed","278",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Rob Alexander"
"Blood Crypt",0,"Land - Swamp Mountain",,"dis","171",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",24053,false,false,"Rob Alexander"
"Raucous Theater",0,"Land - Swamp Mountain",,"mkm","266",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",122024,false,false,"Sergey Glushakov"
"Wooded Foothills",0,"Land",RG,"ons","330",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",18251,false,false,"Rob Alexander"
"Taiga",0,"Land - Mountain Forest",,"2ed","283",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Rob Alexander"
"Stomping Ground",0,"Land - Mountain Forest",,"gpt","165",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",23709,false,false,"Rob Alexander"
"Windswept Heath",0,"Land",WG,"ons","328",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",18255,false,false,"Anthony S. Waters"
"Savannah",0,"Land - Forest Plains",,"2ed","281",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Rob Alexander"
"Temple Garden",0,"Land - Forest Plains",,"rav","284",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",23594,false,false,"Rob Alexander"
"Shadowy Backstreet",0,"Land - Plains Swamp",,"mkm","268",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",122028,false,false,"Andreas Zafiratos"
"Scrubland",0,"Land - Plains Swamp",,"2ed","282",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Jesper Myrfors"
"Godless Shrine",0,"Land - Plains Swamp",,"gpt","157",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",23755,false,false,"Rob Alexander"
"Marsh Flats",0,"Land",BW,"mh2","437",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",91147,false,false,"Izzy"
"Volcanic Island",0,"Land - Island Mountain",,"2ed","287",rare,Lands,Owned,Non-foil,mainboard,false,,,"🧙 Tolaria","",-1,false,false,"Brian Snõddy"
