name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Halana and Alena, Partners",4,"Legendary Creature - Human Ranger",GR,"vow","325",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",94222,false,false,"Joao Ruas"
"Counterspell",2,"Instant",U,"lea","54",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Mark Poole"
"Spirited Companion",2,"Enchantment Creature - Dog",W,"j25","256",common,null,Owned,Non-foil,mainboard,false,,,"🤝Allies","",-1,false,false,"Ilse Gort"
"Timeless Dragon",5,"Creature - Dragon",W,"drc","67",rare,null,Owned,Non-foil,mainboard,false,,,"","",137307,false,false,"Anastasia Ovchinnikova"
"Squall, SeeD Mercenary",4,"Legendary Creature - Human Knight Mercenary",BW,"fin","243",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",141449,false,false,"Yuu Fujiki"
"Stiltzkin, Moogle Merchant",1,"Legendary Creature - Moogle",W,"fin","433",rare,null,Owned,Non-foil,mainboard,false,,,"🤝Allies","",141837,false,false,"Hendry Iwanaga"
"Aerith Gainsborough",3,"Legendary Creature - Human Cleric",W,"fin","4",rare,null,Owned,Non-foil,mainboard,false,,,"⚔️Enemies","",140925,false,false,"Nakamura8"
"Delivery Moogle",4,"Creature - Moogle",W,"fin","15",uncommon,null,Owned,Non-foil,mainboard,false,,,"🤝Allies","",140949,false,false,"Joseph Weston"
"Summon: Primal Garuda",4,"Enchantment Creature - Saga Harpy",W,"fin","360",uncommon,null,Owned,Non-foil,mainboard,false,,,"🤝Allies","",141721,false,false,"Tokima"
"Dion, Bahamut's Dominant",4,"Legendary Creature - Human Noble Knight",W,"fin","16",rare,null,Owned,Non-foil,mainboard,false,,,"⚔️Enemies","",140951,false,false,"Kevin Glint"
"White Mage's Staff",2,"Artifact - Equipment",W,"fin","42",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141009,false,false,"Kim Dingwall"
"The Wind Crystal",4,"Legendary Artifact",W,"fin","43",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",141011,false,false,"Pablo Mendoza"
"Machinist's Arsenal",5,"Artifact - Equipment",W,"fin","23",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",140967,false,false,"Thanh Tuấn"
"Il Mheg Pixie",2,"Creature - Faerie",U,"fin","57",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",141039,false,false,"Ramza Psyru"
"Dragoon's Wyvern",3,"Creature - Drake",U,"fin","49",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141023,false,false,"Jason Kiantoro"
"Celestial Armor",3,"Artifact - Equipment",W,"fdn","5",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",133578,false,false,"Olena Richards"
"Faerie Dreamthief",1,"Creature - Faerie Warlock",B,"woe","377",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",116076,false,false,"Randy Vargas"
"Forsworn Paladin",1,"Creature - Human Knight",B,"afr","104",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",91710,false,false,"Lorenzo Mastroianni"
"Knight of the Ebon Legion",1,"Creature - Vampire Knight",B,"m20","105",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",73109,false,false,"Alex Konstad"
"Seeker of the Way",2,"Creature - Human Warrior",W,"ktk","22",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"⚔️Enemies","",54270,false,false,"Craig J Spearing"
"Portable Hole",1,"Artifact",W,"plst","AFR-33",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"John Stanko"
"Maul of the Skyclaves",3,"Artifact - Equipment",W,"j25","223",rare,null,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Joseph Meehan"
"Haliya, Guided by Light",3,"Legendary Creature - Human Soldier",W,"eoe","289",rare,null,Not Owned,Non-foil,mainboard,false,,,"⚔️Enemies","",143171,false,false,"Eleonor Piteira"
"Lunarch Veteran",1,"Creature - Human Cleric",W,"mid","27",common,null,Not Owned,Non-foil,mainboard,false,,,"⚔️Enemies","",92980,false,false,"Igor Kieryluk"
"Healer's Hawk",1,"Creature - Bird",W,"fdn","142",common,null,Not Owned,Non-foil,mainboard,false,,,"⚔️Enemies","",133310,false,false,"Milivoj Ćeran"
"Battlefield Raptor",1,"Creature - Bird",W,"khm","3",common,null,Not Owned,Non-foil,mainboard,false,,,"🤝Allies","",87325,false,false,"Mike Bierek"
"Inspiring Overseer",3,"Creature - Angel Cleric",W,"fdn","496",common,null,Not Owned,Non-foil,mainboard,false,,,"⚔️Enemies","",134764,false,false,"Irina Nordsol"
"Exemplar of Light",4,"Creature - Angel",W,"fdn","11",rare,null,Not Owned,Non-foil,mainboard,false,,,"⚔️Enemies","",133590,false,false,"Ekaterina Burmak"
"Archangel of Thune",5,"Creature - Angel",W,"ima","8",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",65895,false,false,"James Ryman"
"Elspeth's Smite",1,"Instant",W,"fdn","493",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",134758,false,false,"Livia Prima"
"Barbed Spike",2,"Artifact - Equipment",W,"j21","50",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"James Paick"
"Shark Typhoon",6,"Enchantment",U,"dsc","127",rare,null,Owned,Non-foil,mainboard,false,,,"","",130877,false,false,"Caio Monteiro"
"Inscription of Abundance",2,"Instant",G,"dsc","186",rare,null,Owned,Non-foil,mainboard,false,,,"","",130997,false,false,"Zoltan Boros"
"Spectral Sailor",1,"Creature - Spirit Pirate",U,"j25","363",uncommon,null,Owned,Non-foil,mainboard,false,,,"⚔️Enemies","",-1,false,false,"Cristi Balanescu"
"Skyserpent Seeker",2,"Creature - Snake",GU,"dft","224",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",136571,false,false,"Johan Grenier"
"Biomechan Engineer",2,"Creature - Insect Artificer",GU,"eoe","213",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",143039,false,false,"Monztre"
"Bladehold War-Whip",3,"Artifact - Equipment",RW,"one","197",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",106609,false,false,"Tony Foti"
"Stormcatch Mentor",2,"Creature - Otter Wizard",RU,"blb","234",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",129713,false,false,"Manuel Castañón"
"Ruthless Lawbringer",3,"Creature - Vampire Assassin",BW,"otj","229",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",124369,false,false,"Joshua Raphael"
"Rinoa Heartilly",5,"Legendary Creature - Human Rebel Warlock",GW,"fin","237",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141435,false,false,"Francesca Resta"
"Gladiolus Amicitia",6,"Legendary Creature - Human Warrior",GR,"fin","224",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141403,false,false,"Gal Or"
"Munitions Expert",2,"Creature - Goblin",BR,"mh1","209",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",72790,false,false,"Jesper Ejsing"
"Elite Guardmage",4,"Creature - Human Wizard",UW,"war","195",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",71996,false,false,"PINDURSKI"
"Reflector Mage",3,"Creature - Human Wizard",UW,"ogw","157",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",59587,false,false,"Willian Murai"
"Lion Heart",4,"Artifact - Equipment",,"fin","261",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141489,false,false,"Mushk Rizvi"
"Meteor Sword",7,"Artifact - Equipment",,"tla","258",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",145008,false,false,"Matteo Bassini"
"Bonesplitter",1,"Artifact - Equipment",,"mma","202",common,null,Owned,Non-foil,mainboard,false,,,"","",48912,false,false,"Darrell Riche"
"Power Word Kill",2,"Instant",B,"afr","114",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",91730,false,false,"Izzy"
"The Crystal's Chosen",7,"Sorcery",W,"fin","14",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",140947,false,false,"Kotetsu Kinoshita"
"White Auracite",4,"Artifact",W,"fin","41",common,null,Owned,Non-foil,mainboard,false,,,"","",141007,false,false,"Magali Villeneuve"
"Sahagin",2,"Creature - Merfolk Warrior",U,"fin","71",common,null,Owned,Non-foil,mainboard,false,,,"","",141069,false,false,"Nino Is"
"Dreams of Laguna",2,"Instant",U,"fin","50",common,null,Owned,Non-foil,mainboard,false,,,"","",141025,false,false,"Solan"
"Eject",4,"Instant",U,"fin","52",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141029,false,false,"Ramza Psyru"
"Travel the Overworld",7,"Sorcery",U,"fin","82",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141093,false,false,"Ben Wootten"
"Astrologian's Planisphere",2,"Artifact - Equipment",U,"fin","46",rare,null,Owned,Non-foil,mainboard,false,,,"","",141017,false,false,"Josephine Chang"
"The Lunar Whale",4,"Legendary Artifact - Vehicle",U,"fin","60",rare,null,Owned,Non-foil,mainboard,false,,,"","",141047,false,false,"Fiona Hsieh"
"Sleep Magic",1,"Enchantment - Aura",U,"fin","74",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141077,false,false,"Le Vuong"
"Sidequest: Card Collection",4,"Enchantment",U,"fin","73",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141073,false,false,"Erikas Perl & Jurijus Chitrovas"
"Reno and Rude",2,"Legendary Creature - Human Assassin",B,"fin","450",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141877,false,false,"Maji"
"Cecil, Dark Knight",1,"Legendary Creature - Human Knight",BW,"fin","445",rare,null,Owned,Non-foil,mainboard,false,,,"","",141865,false,false,"Josu Hernaiz"
"Tonberry",1,"Creature - Salamander Horror",B,"fin","122",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141175,false,false,"Leonardo Santanna"
"Vincent Valentine",4,"Legendary Creature - Assassin",B,"fin","454",rare,null,Owned,Non-foil,mainboard,false,,,"","",141891,false,false,"Norikatsu Miyoshi"
"Jecht, Reluctant Guardian",4,"Legendary Creature - Human Warrior",B,"fin","448",rare,null,Owned,Non-foil,mainboard,false,,,"","",141871,false,false,"Michael MacRae"
"Malboro",6,"Creature - Plant Horror",B,"fin","106",common,null,Owned,Non-foil,mainboard,false,,,"","",141143,false,false,"Dan Watson"
"Ardyn, the Usurper",8,"Legendary Creature - Elder Human Noble",B,"fin","444",rare,null,Owned,Non-foil,mainboard,false,,,"","",141863,false,false,"Russell Dongjun Lu"
"Golbez, Clad In Darkness",5,"Legendary Creature - Human Knight",B,"fca","10",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",139883,false,false,"Yoshitaka Amano"
"Vayne's Treachery",2,"Instant",B,"fin","124",common,null,Owned,Non-foil,mainboard,false,,,"","",141179,false,false,"Touge369"
"Fight On!",3,"Instant",B,"fin","100",common,null,Owned,Non-foil,mainboard,false,,,"","",141129,false,false,"Hokuyuu"
"Cornered by Black Mages",3,"Sorcery",B,"fin","93",common,null,Owned,Non-foil,mainboard,false,,,"","",141117,false,false,"Smirtouille"
"Ninja's Blades",3,"Artifact - Equipment",B,"fin","108",rare,null,Owned,Non-foil,mainboard,false,,,"","",141147,false,false,"Immanuela Crovius"
"Dark Knight's Greatsword",3,"Artifact - Equipment",B,"fin","95",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141121,false,false,"Narendra Bintara Adi"
"Midgar, City of Mako",0,"Land - Town",B,"fin","286",rare,null,Owned,Non-foil,mainboard,false,,,"","",141547,false,false,"Anthony Devine"
"Prompto Argentum",2,"Legendary Creature - Human Scout",R,"fin","463",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141913,false,false,"Billy Christian"
"Firion, Wild Rose Warrior",3,"Legendary Creature - Human Rebel Warrior",R,"fin","459",rare,null,Owned,Non-foil,mainboard,false,,,"","",141905,false,false,"Elizabeth Peiró"
"Zell Dincht",3,"Legendary Creature - Human Monk",R,"fin","468",rare,null,Owned,Non-foil,mainboard,false,,,"","",141923,false,false,"Kevin Sidharta"
"Suplex",2,"Sorcery",R,"fin","164",common,null,Owned,Non-foil,mainboard,false,,,"","",141267,false,false,"Fang Xinyu"
"Lindblum, Industrial Regency",0,"Land - Town",R,"fin","285",rare,null,Owned,Non-foil,mainboard,false,,,"","",141543,false,false,"Piotr Dura"
"Sazh's Chocobo",1,"Creature - Bird",G,"fin","200",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141341,false,false,"Domenico Cava"
"Torgal, A Fine Hound",2,"Legendary Creature - Wolf",G,"fin","474",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141935,false,false,"Narendra Bintara Adi"
"Sazh Katzroy",4,"Legendary Creature - Human Pilot",G,"fin","472",rare,null,Owned,Non-foil,mainboard,false,,,"","",141931,false,false,"Colin Boyer"
"Summon: Fat Chocobo",5,"Enchantment Creature - Saga Bird",G,"fin","202",common,null,Owned,Non-foil,mainboard,false,,,"","",141347,false,false,"Joseph Weston"
"Bartz and Boko",5,"Legendary Creature - Human Bird",G,"fin","469",rare,null,Owned,Non-foil,mainboard,false,,,"","",141925,false,false,"Ryuichi Sakuma"
"Summon: Titan",5,"Enchantment Creature - Saga Giant",G,"fin","204",rare,null,Owned,Non-foil,mainboard,false,,,"","",141351,false,false,"Andreia Ugrai"
"Balamb T-Rexaur",6,"Creature - Dinosaur",G,"fin","173",common,null,Owned,Non-foil,mainboard,false,,,"","",141285,false,false,"Fang Xinyu"
"Prishe's Wanderings",3,"Instant",G,"fin","193",common,null,Owned,Non-foil,mainboard,false,,,"","",141327,false,false,"Daniel Correia"
"Clash of the Eikons",1,"Sorcery",G,"fin","180",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141299,false,false,"Gal Or"
"Chocobo Kick",2,"Sorcery",G,"fin","178",common,null,Owned,Non-foil,mainboard,false,,,"","",141295,false,false,"Ben Wootten"
"Sidequest: Raise a Chocobo",2,"Enchantment",G,"fin","201",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141343,false,false,"Miho Midorikawa & Sansyu"
"Zanarkand, Ancient Metropolis",0,"Land - Town",G,"fin","293",rare,null,Owned,Non-foil,mainboard,false,,,"","",141563,false,false,"Erikas Perl"
"PuPu UFO",2,"Artifact Creature - Construct Alien",,"fin","266",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",141499,false,false,"Racrufi"
"Balamb Garden, SeeD Academy",0,"Land - Town",,"fin","272",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",141511,false,false,"Jonas De Ro"
"Baron, Airship Kingdom",0,"Land - Town",,"fin","273",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141515,false,false,"Rockey Chen"
"Baron, Airship Kingdom",0,"Land - Town",,"fin","273",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141515,false,false,"Rockey Chen"
"Baron, Airship Kingdom",0,"Land - Town",,"fin","273",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141515,false,false,"Rockey Chen"
"Gohn, Town of Ruin",0,"Land - Town",,"fin","278",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141525,false,false,"Salvatorre Zee Yazzie"
"Gohn, Town of Ruin",0,"Land - Town",,"fin","278",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141525,false,false,"Salvatorre Zee Yazzie"
"Gohn, Town of Ruin",0,"Land - Town",,"fin","278",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141525,false,false,"Salvatorre Zee Yazzie"
"Gongaga, Reactor Town",0,"Land - Town",,"fin","280",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141529,false,false,"Le Vuong"
"Gongaga, Reactor Town",0,"Land - Town",,"fin","280",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141529,false,false,"Le Vuong"
"Gongaga, Reactor Town",0,"Land - Town",,"fin","280",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141529,false,false,"Le Vuong"
"Guadosalam, Farplane Gateway",0,"Land - Town",,"fin","281",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141531,false,false,"Vaigintas Pakenis"
"Guadosalam, Farplane Gateway",0,"Land - Town",,"fin","281",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141531,false,false,"Vaigintas Pakenis"
"Guadosalam, Farplane Gateway",0,"Land - Town",,"fin","281",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141531,false,false,"Vaigintas Pakenis"
"Insomnia, Crown City",0,"Land - Town",,"fin","282",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141533,false,false,"Jonas De Ro"
"Insomnia, Crown City",0,"Land - Town",,"fin","282",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141533,false,false,"Jonas De Ro"
"Insomnia, Crown City",0,"Land - Town",,"fin","282",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141533,false,false,"Jonas De Ro"
"Rabanastre, Royal City",0,"Land - Town",,"fin","287",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141551,false,false,"Shahab Alizadeh"
"Rabanastre, Royal City",0,"Land - Town",,"fin","287",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141551,false,false,"Shahab Alizadeh"
"Rabanastre, Royal City",0,"Land - Town",,"fin","287",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141551,false,false,"Shahab Alizadeh"
"Sharlayan, Nation of Scholars",0,"Land - Town",,"fin","288",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141553,false,false,"David Frasheski"
"Sharlayan, Nation of Scholars",0,"Land - Town",,"fin","288",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141553,false,false,"David Frasheski"
"Sharlayan, Nation of Scholars",0,"Land - Town",,"fin","288",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141553,false,false,"David Frasheski"
"Treno, Dark City",0,"Land - Town",,"fin","290",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141557,false,false,"Jonas De Ro"
"Treno, Dark City",0,"Land - Town",,"fin","290",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141557,false,false,"Jonas De Ro"
"Treno, Dark City",0,"Land - Town",,"fin","290",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141557,false,false,"Jonas De Ro"
"Vector, Imperial Capital",0,"Land - Town",,"fin","291",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141559,false,false,"Lordigan"
"Vector, Imperial Capital",0,"Land - Town",,"fin","291",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141559,false,false,"Lordigan"
"Vector, Imperial Capital",0,"Land - Town",,"fin","291",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141559,false,false,"Lordigan"
"Windurst, Federation Center",0,"Land - Town",,"fin","292",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141561,false,false,"Constantin Marin"
"Windurst, Federation Center",0,"Land - Town",,"fin","292",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141561,false,false,"Constantin Marin"
"Windurst, Federation Center",0,"Land - Town",,"fin","292",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141561,false,false,"Constantin Marin"
"Warrior's Sword",4,"Artifact - Equipment",R,"fin","169",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141277,false,false,"Andrea Tentori Montalto"
"Burst Lightning",1,"Instant",R,"fdn","192",common,null,Not Owned,Non-foil,mainboard,false,,,"","",133410,false,false,"Vance Kovacs"
"Chainsaw",2,"Artifact - Equipment",R,"dsk","128",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",130387,false,false,"J.P. Targete"
"Lizard Blades",2,"Artifact Creature - Equipment Lizard",R,"neo","153",rare,null,Owned,Non-foil,mainboard,false,,,"","",97238,false,false,"Jason Kang"
"Hexgold Halberd",2,"Artifact - Equipment",R,"one","136",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",106487,false,false,"Heonhwa"
"Cori-Steel Cutter",2,"Artifact - Equipment",R,"tdm","103",rare,null,Owned,Non-foil,mainboard,false,,,"","",139159,false,false,"Xabi Gaztelua"
"Beamtown Beatstick",1,"Artifact - Equipment",R,"mom","131",common,null,Owned,Non-foil,mainboard,false,,,"","",110110,false,false,"Konstantin Porubov"
"Fire Nation Attacks",5,"Instant",R,"tla","133",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",144748,false,false,"Claudiu-Antoniu Magherusan"
"Fiery Confluence",4,"Sorcery",R,"lcc","226",rare,null,Owned,Non-foil,mainboard,false,,,"","",118852,false,false,"Kieran Yanner"
"Volcanic Torrent",5,"Sorcery",R,"cmr","208",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",85198,false,false,"Grzegorz Rutkowski"
"Dragonwing Glider",5,"Artifact - Equipment",R,"one","128",rare,null,Owned,Non-foil,mainboard,false,,,"","",106471,false,false,"Andreas Zafiratos"
"Pyromancer's Goggles",5,"Legendary Artifact",R,"sld","1066",mythic,null,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Ilse Gort"
"The Akroan War",4,"Enchantment - Saga",R,"clb","777",rare,null,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Steven Belledin"
"The Cave of Two Lovers",4,"Enchantment - Saga",R,"tla","126",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",144734,false,false,"Ittoku"
"Galewind Moose",6,"Creature - Elemental Elk",G,"blb","173",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",129591,false,false,"Valera Lutfullina"
"Aftermath Analyst",2,"Creature - Elf Detective",G,"eoc","91",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",142319,false,false,"Danny Schwartz"
"Lluwen, Imperfect Naturalist",2,"Legendary Creature - Elf Druid",BG,"ecl","232",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",146857,false,false,"Evyn Fong"
"Kiora Bests the Sea God",7,"Enchantment - Saga",U,"thb","52",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",79228,false,false,"Victor Adame Minguez"
"Terra, Magical Adept",3,"Legendary Creature - Human Wizard Warrior",GR,"fin","511",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",142029,false,false,"Clare Wong"
"Yuna, Hope of Spira",5,"Legendary Creature - Human Cleric",GW,"fin","571",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Yuichi Murakami"
"Evolved Sleeper",1,"Creature - Human",B,"dmu","93",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",102662,false,false,"Jason A. Engle"
"Back for More",6,"Instant",BG,"iko","177",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",80363,false,false,"Daarken"
"Grave Titan",6,"Creature - Giant",B,"ecc","74",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",146083,false,false,"Nils Hamm"
"Primeval Titan",6,"Creature - Giant",G,"sld","494",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Chris Rahn"
"Overkill",3,"Instant",B,"fin","109",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",141149,false,false,"Bachzim"
"Fight On!",3,"Instant",B,"fin","100",common,null,Not Owned,Non-foil,mainboard,false,,,"","",141129,false,false,"Hokuyuu"
"Mine Collapse",4,"Instant",R,"mh2","135",common,null,Not Owned,Non-foil,mainboard,false,,,"","",90647,false,false,"Bud Cook"
"Summon: G.F. Cerberus",4,"Enchantment Creature - Saga Dog",R,"fin","368",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",141739,false,false,"Yoshiya"
"Summon: Esper Ramuh",4,"Enchantment Creature - Saga Wizard",R,"fin","367",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",141737,false,false,"Hagiya Kaoru"
"Nurturing Pixie",1,"Creature - Faerie Rogue",W,"otj","20",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"🤝Allies","",123951,false,false,"Iris Compiet"
"Summon: Primal Odin",6,"Enchantment Creature - Saga Knight",B,"fin","365",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",141733,false,false,"Tomohito"
"Summon: Knights of Round",8,"Enchantment Creature - Saga Knight",W,"fin","359",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",141719,false,false,"Hisashi Momose"
"Agatha's Soul Cauldron",2,"Legendary Artifact",,"woe","242",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",116872,false,false,"Jason A. Engle"
"Loot, the Pathfinder",5,"Legendary Creature - Beast Noble",GRU,"dft","212",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",136547,false,false,"Ernanda Souza"
"Draconautics Engineer",2,"Creature - Goblin Artificer",R,"dft","121",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",136365,false,false,"Artur Nakhodkin"
"Yawgmoth, Thran Physician",4,"Legendary Creature - Human Cleric",B,"dmr","110",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",107709,false,false,"Mark Winters"
"Voldaren Thrillseeker",3,"Creature - Vampire Warrior",R,"mom","171",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",110210,false,false,"Viko Menezes"
"Search for Azcanta",2,"Legendary Enchantment",U,"sld","1502",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Jonas De Ro"
"Snarling Gorehound",1,"Creature - Dog",B,"mkm","105",common,null,Not Owned,Non-foil,mainboard,false,,,"","",121688,false,false,"John Tedrick"
"Frost Titan",6,"Creature - Giant",U,"plst","M11-55",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Mike Bierek"
"Flame of Anor",3,"Instant",RU,"ltr","203",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",112316,false,false,"Yigit Koroglu"
"Dark Confidant",2,"Creature - Human Wizard",B,"j25","114",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Victor Adame Minguez"
"Emet-Selch, Unsundered",3,"Legendary Creature - Elder Wizard",BU,"fin","539",mythic,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Rorubei"
"Kuja, Genome Sorcerer",4,"Legendary Creature - Human Mutant Wizard",BR,"fin","544†",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Masateru Ikeda & Robert Cornelius"
"Jill, Shiva's Dominant",3,"Legendary Creature - Human Noble Warrior",U,"fin","523",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Rika Suzuki"
"Joshua, Phoenix's Dominant",3,"Legendary Creature - Human Noble Wizard",RW,"fin","542",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Susumu Kuroi"
"Ajani's Pridemate",2,"Creature - Cat Soldier",W,"j25","158",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"⚔️Enemies","",-1,false,false,"Svetlin Velinov"
"Quistis Trepe",3,"Legendary Creature - Human Wizard",U,"fin","440",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"","",141855,false,false,"Touge369"
"Snapcaster Mage",2,"Creature - Human Wizard",U,"plst","ISD-78",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Volkan Baǵa"
"Thundertrap Trainer",2,"Creature - Otter Wizard",U,"blb","78",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",129401,false,false,"Matt Stewart"
"Enduring Vitality",3,"Enchantment Creature - Elk Glimmer",G,"dsk","176",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",130483,false,false,"Valera Lutfullina"
"Enduring Courage",4,"Enchantment Creature - Dog Glimmer",R,"dsk","133",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",130397,false,false,"Yigit Koroglu"
"Enduring Tenacity",4,"Enchantment Creature - Snake Glimmer",B,"dsk","95",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",130321,false,false,"Isis"
